Activity ID,Activity Date,Advisor ID,Lead AM,Activity Type,Description,Product
432fec54-d8b3-40b0-bbb7-742fa3e8aaa3,2024-12-31,SalA035,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,Real Estate Fund
16c3a5ac-e530-4231-b41b-dc276274c004,2025-01-02,SalA035,Sales AM 1,Meeting,Webinar feedback collection,Real Estate Fund
e7959b1f-ce95-4fcb-96cd-a31f6bcda487,2024-09-30,SalA035,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Fixed Income
1a53980b-413e-4744-8629-957529d178f8,2024-06-27,SalA035,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Real Estate Fund
0a36e121-f4e9-4876-ba7e-cda013a5078a,2024-10-28,SalA035,Sales AM 1,Email,Normal phone conversation,ETF
0c228ad6-2f1f-4f32-9d67-3ae198ce2ee0,2024-12-07,SalA035,Sales AM 1,Voicemail,Meeting related to ETF,Real Estate Fund
7b20cc53-d127-424a-8c4b-f7cc7ece79bd,2024-06-23,SalA035,Sales AM 1,Meeting,Call to discuss quarterly performance,ETF
7ea6281f-a410-477a-a13d-325e814dc0d6,2024-12-28,SalA035,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Global Equity Fund
4d64ebf7-4dc2-4f18-acc3-cfd4d0af703d,2024-11-10,SalA035,Sales AM 1,Voicemail,Normal phone conversation,Real Estate Fund
9da28445-6504-4c81-a034-f8e634470bd5,2024-07-22,SalA035,Sales AM 1,Outbound Call,Email follow-up on investment ideas,Fixed Income
ba8c5410-bbf1-4114-9af8-07f0b7ba0106,2024-06-03,SalA035,Sales AM 1,Meeting,Voicemail regarding market trends,ESG
d1b0f639-f474-46e3-92dc-bc96c086d2df,2024-10-26,SalA035,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,ESG
ec33eaae-dc80-44aa-87b9-27aae4ca8e2c,2024-06-12,SalA035,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,ETF
508d7a0d-95f4-4d97-ad4b-88ae7c698af5,2024-09-20,SalA035,Sales AM 1,Meeting,Call to discuss quarterly performance,Fixed Income
9cf7aaf2-f358-4b24-9adf-15262558c125,2024-10-02,SalA035,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,Real Estate Fund
f4bbb352-0ebb-429f-bc81-a56d34305f05,2024-08-10,SalA035,Sales AM 1,Email,Meeting related to ETF,Global Equity Fund
691406f5-3d27-45e5-9f14-7a07c409fec3,2024-07-08,SalA036,Sales AM 1,Voicemail,Voicemail regarding market trends,ETF
615f0508-df93-4f6a-b5c7-3a8e5688b829,2024-11-27,SalA036,Sales AM 1,Meeting,Strategy meeting regarding Global Equity,ETF
9de054a2-d1f7-46b7-b873-6c5f6e186d63,2024-12-13,SalA036,Sales AM 1,Inbound Call,Call to discuss quarterly performance,Global Equity Fund
c971eba2-fb3f-4b84-8ce2-5a632bc14f39,2024-11-16,SalA036,Sales AM 1,Outbound Call,Webinar feedback collection,ETF
cb3918f0-ebf9-45ef-9b9a-3bd48f9cd2e6,2024-10-27,SalA036,Sales AM 1,Email,Strategy meeting regarding Global Equity,ESG
39c855c0-b6ee-4778-a3af-bde5d8671a1f,2024-12-06,SalA036,Sales AM 1,Meeting,Call to discuss quarterly performance,Global Equity Fund
2aabd138-87ab-49bd-bebe-67ee81bab84c,2024-06-20,SalA036,Sales AM 1,Inbound Call,Normal phone conversation,Fixed Income
189ea554-213c-43b1-b7f2-4bd51e460f27,2024-07-18,SalA036,Sales AM 1,Email,Voicemail regarding market trends,Fixed Income
5a0dbbf0-9a5b-4a7d-a335-f0d19fec0f46,2024-11-29,SalA036,Sales AM 1,Meeting,Email follow-up on investment ideas,ETF
62bcbbf4-5975-4935-9d97-78629af9bda2,2024-12-04,SalA036,Sales AM 1,Meeting,Call to discuss quarterly performance,Real Estate Fund
16bef5d4-9301-4a58-bbf6-c98339bf75ef,2024-12-07,SalA036,Sales AM 1,Inbound Call,Discussion on ESG strategies,Fixed Income
6b53f9c8-310d-44f0-bada-75c97fcacbb2,2024-11-11,SalA036,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Real Estate Fund
84932619-648b-421e-bca4-58432a0d0e69,2024-11-22,SalA036,Sales AM 1,Voicemail,Meeting related to ETF,ETF
15345f19-fbdd-4f8f-9c3f-02dd7900c64b,2024-09-20,SalA036,Sales AM 1,Voicemail,Discussion on ESG strategies,Global Equity Fund
8a924ee4-8537-423f-8a9e-dfabc8df248e,2024-07-02,SalA036,Sales AM 1,Voicemail,Normal phone conversation,ESG
05561dab-e77d-4eef-abcc-86dee1ba2646,2024-11-16,SalA037,Sales AM 1,Meeting,Meeting related to ETF,Real Estate Fund
4563cea4-8095-4f06-b799-aa07f9337730,2024-10-06,SalA037,Sales AM 1,Voicemail,Discussion on ESG strategies,Real Estate Fund
d74654ae-13a8-4138-bd5d-d6f45ea1a3d0,2024-08-07,SalA037,Sales AM 1,Voicemail,Webinar feedback collection,Fixed Income
194eb129-5bb3-4d76-a595-87c574037a3f,2024-08-08,SalA037,Sales AM 1,Outbound Call,Meeting related to ETF,Fixed Income
14be4bac-31b7-4e2f-8e50-a67672d09e67,2024-12-10,SalA037,Sales AM 1,Outbound Call,Analysis of Emerging Markets Fund,Real Estate Fund
4a0fc187-8c4f-4735-ae6d-4150fa34a823,2024-12-30,SalA037,Sales AM 1,Email,Email follow-up on investment ideas,Fixed Income
6d046fcd-ae9b-4d43-b85c-c3efe5639b49,2024-06-13,SalA037,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,Real Estate Fund
d5a1ea2e-3a6c-4268-873c-7278a4f25b56,2024-07-05,SalA037,Sales AM 1,Email,Webinar feedback collection,Global Equity Fund
1d6d8279-318c-49b3-a7be-255313980c7c,2024-12-05,SalA037,Sales AM 1,Outbound Call,Meeting related to ETF,Real Estate Fund
8500a641-f3a8-4c67-a30f-1c8d6fb2392b,2024-08-18,SalA037,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,ESG
f690b71e-7483-4421-a53b-3982c7afe6aa,2024-06-01,SalA037,Sales AM 1,Outbound Call,Email follow-up on investment ideas,ESG
13b32e8a-d47b-4c1b-b191-e4a4ac91ecc4,2024-12-01,SalA037,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,Real Estate Fund
aa4a9772-e68d-4668-9604-daf047251dfc,2024-06-06,SalA037,Sales AM 1,Outbound Call,Normal phone conversation,Global Equity Fund
6da3e17c-ef0d-41be-9d17-ea1e3b3cede4,2024-11-14,SalA037,Sales AM 1,Inbound Call,Normal phone conversation,ETF
b3e74d59-b2f6-4703-b2dd-f55c275fddda,2024-09-12,SalA037,Sales AM 1,Email,Discussion on ESG strategies,Global Equity Fund
62f9baee-9a80-478c-92da-dcf222913604,2024-07-28,SalA038,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,ESG
a5d28f42-b754-407e-9866-db9dfa2b5c14,2024-08-08,SalA038,Sales AM 1,Email,Voicemail regarding market trends,Fixed Income
8ccb514d-4ca9-4fa3-96ba-692d38af53ba,2024-06-21,SalA038,Sales AM 1,Outbound Call,Webinar feedback collection,ETF
7bbfcf7c-213e-4122-87e1-d74ac92419f2,2024-09-26,SalA038,Sales AM 1,Email,Call to discuss quarterly performance,Fixed Income
4a952ca8-edcb-4289-ae66-04bb67d5c5c0,2024-08-12,SalA038,Sales AM 1,Inbound Call,Call to discuss portfolio diversification,Global Equity Fund
b27ba19d-caae-4926-8038-c69d6877b40b,2024-08-12,SalA038,Sales AM 1,Email,Discussion on upcoming product launches,Fixed Income
9d130b99-4e1d-40db-93af-3f8dc2aa41a4,2024-12-27,SalA038,Sales AM 1,Inbound Call,Follow-up on Fixed Income opportunities,Fixed Income
5391e339-829f-4bce-bf64-aeabbc749f1e,2024-09-17,SalA038,Sales AM 1,Voicemail,Webinar feedback collection,Real Estate Fund
3e925e07-7f23-40a4-9387-1794ce9ee8f5,2024-09-13,SalA038,Sales AM 1,Email,Normal phone conversation,Global Equity Fund
35cdd87d-a571-4fd0-8f48-f26e12f94336,2024-08-08,SalA038,Sales AM 1,Voicemail,Voicemail regarding market trends,Fixed Income
465f8694-1569-49db-b8d3-7aa9771ba122,2024-09-06,SalA038,Sales AM 1,Inbound Call,Call to discuss quarterly performance,ETF
754e2f53-0470-4079-b0a0-af693586694c,2024-07-05,SalA038,Sales AM 1,Email,Webinar feedback collection,ESG
92a889d6-d542-4b56-bc6a-477dc397979f,2024-07-30,SalA038,Sales AM 1,Outbound Call,Discussion on upcoming product launches,Global Equity Fund
4210f1a9-1729-478f-9352-07a03d7352d3,2024-08-09,SalA038,Sales AM 1,Email,Webinar feedback collection,Fixed Income
63d409a9-9050-4b00-8dae-bf26852903bf,2024-09-23,SalA038,Sales AM 1,Meeting,Normal phone conversation,ETF
d4972c8c-a076-44f4-9803-b2bfd6607aa5,2024-08-15,SalA038,Sales AM 1,Meeting,Discussion on ESG strategies,Global Equity Fund
69c404bc-2a20-48e9-8299-8ad9d44c10cf,2024-09-20,SalA038,Sales AM 1,Voicemail,Email follow-up on investment ideas,ESG
92668615-d574-49dc-9952-3bf0fb079c55,2024-09-10,SalA038,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Global Equity Fund
1473740b-dc01-4a18-b91e-8e2d961f537f,2024-06-27,SalA038,Sales AM 1,Voicemail,Email follow-up on investment ideas,ESG
7f641a58-7f72-4d44-ac63-9856bb218aa5,2024-10-11,SalA038,Sales AM 1,Email,Discussion on ESG strategies,Global Equity Fund
1e92f9a1-c046-4f6d-9f31-9cbe2e7f7604,2024-09-25,SalA038,Sales AM 1,Email,Follow-up on Fixed Income opportunities,Global Equity Fund
f9f1bd87-1930-45f9-b3ec-7c065eed702b,2024-06-12,SalA038,Sales AM 1,Voicemail,Call to discuss quarterly performance,ETF
7f96a34a-cafd-43b1-a42b-747c43addc7b,2024-12-11,SalA038,Sales AM 1,Inbound Call,Email follow-up on investment ideas,ESG
ee26cb96-970d-49b6-b419-6030166e73bc,2024-07-20,SalA038,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,Real Estate Fund
f4f2e5c7-73af-482e-b5fd-1f34d62cfd95,2024-09-20,SalA038,Sales AM 1,Email,Discussion on upcoming product launches,ESG
33f901d1-16f5-43a8-83dd-7fd5467ab276,2024-07-02,SalA038,Sales AM 1,Email,Call to discuss portfolio diversification,ESG
93caada2-20fe-44c2-93ec-e412b594cfb9,2024-06-26,SalA038,Sales AM 1,Outbound Call,Discussion on upcoming product launches,Global Equity Fund
03703cf7-256f-4890-b4de-0331b77f588b,2024-06-13,SalA038,Sales AM 1,Voicemail,Webinar feedback collection,Global Equity Fund
853f0e9d-7fb2-40b0-8fdf-e4511cc629df,2024-09-09,SalA038,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,ESG
406bc439-efd2-47ba-986d-6bb2242b5568,2024-07-30,SalA038,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,ESG
3df43bb4-97cb-4799-aede-e3a1e5921ac4,2024-07-07,SalA039,Sales AM 1,Voicemail,Call to discuss quarterly performance,ESG
c7707b7b-512e-4e48-8ba4-2e43b05df441,2024-06-24,SalA039,Sales AM 1,Email,Discussion on upcoming product launches,ETF
297fca6d-3cc6-41eb-a589-71e0a792cd60,2024-10-22,SalA039,Sales AM 1,Inbound Call,Discussion on upcoming product launches,Real Estate Fund
5e700aa2-7979-4bc5-a112-3ec9d20f2ba8,2024-11-03,SalA039,Sales AM 1,Meeting,Discussion on upcoming product launches,Fixed Income
4c517967-5c23-481a-a818-d870d5923632,2024-10-24,SalA039,Sales AM 1,Meeting,Call to discuss portfolio diversification,Fixed Income
558dde90-68a6-4b1b-af7f-ef96c90a92f7,2024-09-14,SalA039,Sales AM 1,Inbound Call,Normal phone conversation,Fixed Income
1ed2979c-e1cd-4df7-8cba-a4af55b26345,2024-12-18,SalA039,Sales AM 1,Voicemail,Discussion on upcoming product launches,Fixed Income
e5ee700d-e1b2-432c-8e10-d1c4639338b4,2024-10-14,SalA039,Sales AM 1,Email,Discussion on ESG strategies,ETF
2c62d4bd-4fb7-48c6-a054-4f4deb10261c,2024-10-23,SalA039,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Global Equity Fund
af322ee1-d6f5-42b1-b262-e35476a57b81,2024-11-25,SalA039,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,Fixed Income
a13b018d-4edb-40b3-8e4b-ed3a69c3b864,2024-10-15,SalA039,Sales AM 1,Voicemail,Meeting related to ETF,Real Estate Fund
bcb3daa4-0bfb-421b-981e-165cac6dd49d,2024-11-23,SalA040,Sales AM 1,Inbound Call,Normal phone conversation,ESG
c2165086-8849-4d11-80cf-20b5a56fcbe7,2024-09-28,SalA040,Sales AM 1,Inbound Call,Meeting related to ETF,Fixed Income
e1df2b7f-90b9-4bd5-8365-34bb35b18c16,2024-07-21,SalA040,Sales AM 1,Email,Discussion on ESG strategies,ETF
6234dc93-e1ac-4106-88b8-491dbb3ef851,2024-12-29,SalA040,Sales AM 1,Inbound Call,Strategy meeting regarding Global Equity,Real Estate Fund
da6f275c-30d1-44bc-b5e5-b50f00d3954e,2024-07-03,SalA040,Sales AM 1,Meeting,Meeting related to ETF,Real Estate Fund
2e221755-8920-4047-8706-b63de06ef147,2024-10-26,SalA040,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,Real Estate Fund
2f2ae9e6-ba84-45aa-82b8-bbeb9f2ec527,2024-08-04,SalA040,Sales AM 1,Voicemail,Discussion on ESG strategies,Real Estate Fund
f1de49b4-8786-4e4b-9981-9817590574fa,2024-12-31,SalA040,Sales AM 1,Email,Discussion on ESG strategies,Fixed Income
cd70b607-d2ec-41ed-a362-a78e3fb0194e,2024-07-14,SalA040,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Real Estate Fund
4c9928c2-da77-4807-97e8-f6b35bfec233,2024-06-20,SalA040,Sales AM 1,Meeting,Discussion on ESG strategies,ETF
573639a8-34ef-4444-af95-ae6d062b5af2,2024-10-26,SalA040,Sales AM 1,Voicemail,Normal phone conversation,ESG
32e4cbf0-2cc5-448c-9e3f-381b2de814f0,2024-06-04,SalA040,Sales AM 1,Meeting,Presentation on Real Estate Fund,ETF
a8afc48a-398c-4192-b43e-0299a7cc1651,2024-10-21,SalA040,Sales AM 1,Inbound Call,Voicemail regarding market trends,Fixed Income
986f4c1e-62b2-4bd0-9cb3-da323742bd5e,2024-08-24,SalA040,Sales AM 1,Inbound Call,Call to discuss quarterly performance,ESG
44a41a37-067b-41d5-ab7c-377608bfe44e,2024-09-17,SalA040,Sales AM 1,Meeting,Email follow-up on investment ideas,Fixed Income
d40991c6-20b6-43e6-bb65-40bda4eadf1a,2024-11-01,SalA040,Sales AM 1,Meeting,Webinar feedback collection,ESG
86311611-7139-419f-aba0-4b621f825782,2024-09-22,SalA040,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,ETF
616fe899-9423-465e-80f1-de31863511f4,2024-08-08,SalA040,Sales AM 1,Meeting,Analysis of Emerging Markets Fund,Global Equity Fund
a4032a54-018b-4cab-adf2-da3bd4180fd9,2024-09-27,SalA040,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Global Equity Fund
dcd5adb5-14d3-47f1-862f-bcbd28d7b0b3,2024-12-26,SalA040,Sales AM 1,Outbound Call,Voicemail regarding market trends,Fixed Income
aba0b48d-7087-4994-ae5b-85434f6edf66,2024-11-17,SalA040,Sales AM 1,Voicemail,Discussion on ESG strategies,ETF
b58f8cdf-8ee6-4844-ae5a-4f3ef2b486fa,2024-11-16,SalA040,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Real Estate Fund
aca4d738-4561-44a9-b325-1a3d389282e7,2024-11-12,SalA040,Sales AM 1,Voicemail,Email follow-up on investment ideas,Real Estate Fund
5440e361-e91d-46e5-916f-8a46a37822dd,2024-09-01,SalA040,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,Global Equity Fund
9f6a85cd-54e3-45b2-b16e-daeea67b8cb7,2024-12-09,SalA040,Sales AM 1,Meeting,Call to discuss portfolio diversification,Real Estate Fund
45878a39-ecd4-4692-b060-5440492f3aa7,2024-12-07,SalA040,Sales AM 1,Outbound Call,Normal phone conversation,Fixed Income
651c9a40-155e-4826-9b65-06caa352f837,2024-07-15,SalA041,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,Real Estate Fund
9125e4a1-c620-4141-8b5e-d5d8d6904f13,2024-12-10,SalA041,Sales AM 1,Outbound Call,Analysis of Emerging Markets Fund,ESG
95bf8fc4-583a-4daf-9344-aeb65b7e85fd,2024-06-19,SalA041,Sales AM 1,Email,Email follow-up on investment ideas,ESG
0e9f06a6-a9cb-4541-9d2c-dc74eb43e9f3,2024-08-22,SalA041,Sales AM 1,Email,Analysis of Emerging Markets Fund,ESG
75ee0ef3-d7eb-473e-b333-285fbfc6a680,2024-12-31,SalA041,Sales AM 1,Voicemail,Discussion on upcoming product launches,ESG
78a58d6c-9134-4f24-814c-1176a339eb8b,2024-12-03,SalA041,Sales AM 1,Outbound Call,Analysis of Emerging Markets Fund,ETF
2d094348-5fd4-4cac-a003-ce2716d6b4fe,2024-10-25,SalA041,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,ETF
26df3320-6cbe-4ea6-ab82-bf28048d927d,2024-09-07,SalA041,Sales AM 1,Inbound Call,Email follow-up on investment ideas,Global Equity Fund
37cf2ef1-3f8c-4f82-9d30-184740e07412,2024-10-08,SalA041,Sales AM 1,Voicemail,Call to discuss portfolio diversification,ETF
1f9122a1-2bef-40ca-8660-8d59ca4ede52,2024-07-18,SalA041,Sales AM 1,Email,Normal phone conversation,Global Equity Fund
4f0ca097-3ed8-460f-97ef-bc4027c8d869,2024-09-30,SalA041,Sales AM 1,Outbound Call,Normal phone conversation,Global Equity Fund
d1cc7b3e-53d3-4fa1-af10-916b0f603ec4,2024-11-12,SalA041,Sales AM 1,Email,Meeting related to ETF,Fixed Income
964cebd9-3449-4846-ad7a-30c435453d18,2024-12-21,SalA041,Sales AM 1,Outbound Call,Webinar feedback collection,Fixed Income
f7e081c1-d0dc-43d2-bdc1-69b226daec68,2024-07-15,SalA041,Sales AM 1,Inbound Call,Discussion on ESG strategies,Fixed Income
bba88ddf-c32f-482e-abf0-5bfc80e7a183,2024-12-04,SalA041,Sales AM 1,Inbound Call,Meeting related to ETF,ESG
6b251ce3-4adf-4d48-90c4-7453ac21a03d,2024-12-01,SalA041,Sales AM 1,Outbound Call,Analysis of Emerging Markets Fund,Fixed Income
4fc652ec-0b08-49db-b1e4-b6c001f53250,2024-10-23,SalA041,Sales AM 1,Meeting,Analysis of Emerging Markets Fund,Real Estate Fund
acad9921-d044-4d1a-b129-6c44a209bc4e,2024-12-24,SalA041,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,Global Equity Fund
43328a91-f79c-4d88-8655-c9b97104b0a9,2024-07-18,SalA041,Sales AM 1,Voicemail,Call to discuss quarterly performance,Fixed Income
dff7cc0f-29ed-4975-bf0e-eb2e6ee1a1c8,2024-08-19,SalA041,Sales AM 1,Inbound Call,Webinar feedback collection,Real Estate Fund
a3ea250a-4f3d-40c1-a452-414123538d6a,2024-09-07,SalA041,Sales AM 1,Email,Strategy meeting regarding Global Equity,ESG
5589fc53-463a-4885-b3b4-2741190c8f3d,2024-09-18,SalA041,Sales AM 1,Email,Discussion on ESG strategies,ETF
9a3dc1e8-51f1-4c6d-a0e7-f050b270ca13,2024-11-15,SalA041,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,ETF
0e28b99d-ded4-4bc1-a91f-f2cc91d1f414,2024-07-28,SalA041,Sales AM 1,Email,Meeting related to ETF,ESG
c5d7b5be-18f5-4221-80f8-9443c75f598f,2024-06-04,SalA041,Sales AM 1,Outbound Call,Discussion on ESG strategies,ESG
b23d17f6-9f31-4acc-8486-5a179cdb8950,2024-10-09,SalA041,Sales AM 1,Email,Meeting related to ETF,Real Estate Fund
31715164-969b-43b2-8ec6-66f1501133d4,2024-11-07,SalA042,Sales AM 1,Inbound Call,Normal phone conversation,ETF
564fddae-a674-45d3-bb28-d59771acd715,2024-11-03,SalA042,Sales AM 1,Outbound Call,Discussion on ESG strategies,Real Estate Fund
b6221a0e-b171-42e9-ad0d-6068572dd6ba,2024-06-10,SalA042,Sales AM 1,Email,Voicemail regarding market trends,Real Estate Fund
5d509d87-9460-483f-a8da-73f3920cf97f,2024-06-22,SalA042,Sales AM 1,Outbound Call,Discussion on ESG strategies,Fixed Income
48689cb3-1117-4a3e-8095-7bf1e7a8d13d,2024-11-20,SalA042,Sales AM 1,Outbound Call,Follow-up on Fixed Income opportunities,Real Estate Fund
756fa2fd-a5e7-481f-b63c-f6f381f71472,2024-09-15,SalA042,Sales AM 1,Meeting,Webinar feedback collection,Fixed Income
f2fc734d-77e9-4c10-919b-c41aa8ccd31e,2024-11-15,SalA042,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Fixed Income
5584af95-0fab-45e6-aae9-fb8721e2d66c,2024-11-21,SalA042,Sales AM 1,Meeting,Discussion on ESG strategies,Fixed Income
03ba9522-d292-4595-869e-4b7c187ac474,2024-07-03,SalA042,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Global Equity Fund
df40c851-073c-4c00-b415-ed9d7422ad06,2024-10-10,SalA042,Sales AM 1,Inbound Call,Call to discuss quarterly performance,ESG
8ed73b78-92f6-486e-999f-08bea098eb9a,2024-09-07,SalA042,Sales AM 1,Meeting,Meeting related to ETF,ETF
03812417-30ea-450f-b7bd-5c54da22b24a,2024-11-21,SalA042,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,Global Equity Fund
1b1f275e-ad20-447a-8650-67a3317d0ca7,2024-12-27,SalA042,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,ETF
8da76ce5-44b9-426d-92d8-aad31dfbaab4,2024-10-10,SalA042,Sales AM 1,Outbound Call,Strategy meeting regarding Global Equity,Fixed Income
cbb8dd2c-bffa-4391-b927-30c791905444,2024-08-11,SalA042,Sales AM 1,Inbound Call,Strategy meeting regarding Global Equity,Fixed Income
95dd39d1-0d37-42b3-ab22-66b6e7142132,2024-08-03,SalA042,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,Global Equity Fund
86352885-0ae2-44c6-a05f-250a14588dd1,2024-11-06,SalA042,Sales AM 1,Email,Discussion on upcoming product launches,Global Equity Fund
d0abb291-de97-45ff-bb6d-3bf4954ffc4b,2024-06-10,SalA042,Sales AM 1,Email,Voicemail regarding market trends,Fixed Income
13f15ed3-62cc-47d4-95bd-2aed4f842bb0,2024-06-03,SalA042,Sales AM 1,Meeting,Discussion on upcoming product launches,Global Equity Fund
419210e0-f44b-40f9-b750-b7b50933f1e3,2024-10-13,SalA042,Sales AM 1,Inbound Call,Webinar feedback collection,ETF
f38a0bb8-4191-4162-b759-b319b1edfe84,2024-10-09,SalA042,Sales AM 1,Inbound Call,Analysis of Emerging Markets Fund,ESG
bcbfe60a-782a-4838-a9b3-fc77b583835b,2024-09-24,SalA042,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,Fixed Income
8d7158c5-b478-4cc6-ac56-c2bf9e7595f9,2024-06-07,SalA042,Sales AM 1,Meeting,Voicemail regarding market trends,ETF
9ec3325b-19e7-45be-a451-8c4ea9e16781,2024-06-25,SalA043,Sales AM 1,Voicemail,Follow-up on Fixed Income opportunities,Fixed Income
efcfd0a7-de31-4651-9d5b-d06d84e2c46e,2024-09-07,SalA043,Sales AM 1,Voicemail,Meeting related to ETF,Fixed Income
15f01a4c-ac25-4a7e-b88f-916433fb9aaf,2024-06-18,SalA043,Sales AM 1,Email,Discussion on upcoming product launches,ESG
497be159-0b34-44b1-96cb-53a01c9260a7,2024-09-19,SalA043,Sales AM 1,Inbound Call,Normal phone conversation,Real Estate Fund
b6ba8f58-a0f2-43d7-80c0-016719cf0a89,2024-09-04,SalA043,Sales AM 1,Voicemail,Analysis of Emerging Markets Fund,Fixed Income
e1e46ee5-5fac-40a3-a110-6cf5ecf67bee,2024-07-15,SalA043,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Real Estate Fund
b98fc9e2-4c0c-459a-9472-a829d9fc69e5,2024-06-13,SalA043,Sales AM 1,Outbound Call,Voicemail regarding market trends,ETF
1f0a6b39-16d9-4a79-a0b6-9aa3b0baf5d9,2024-08-14,SalA043,Sales AM 1,Email,Discussion on upcoming product launches,ETF
91da4d35-a2f9-4d46-941a-9c04aa7a6bf7,2024-08-27,SalA043,Sales AM 1,Email,Normal phone conversation,Fixed Income
5c6c18ab-7ff0-4bc9-b00d-bc1e338559a4,2024-08-24,SalA043,Sales AM 1,Email,Meeting related to ETF,ESG
cc5db8d4-d758-4c64-8dc2-5ef85f309426,2024-12-13,SalA043,Sales AM 1,Email,Discussion on upcoming product launches,ESG
87b0a5fc-c661-4baa-9e33-c551b45d3d40,2024-09-30,SalA043,Sales AM 1,Meeting,Call to discuss portfolio diversification,ETF
49746487-27b1-407b-88e9-04d3a7ae49da,2024-11-01,SalA043,Sales AM 1,Voicemail,Strategy meeting regarding Global Equity,ETF
91f49d55-2787-4612-b26f-b41e09a09006,2024-09-20,SalA043,Sales AM 1,Inbound Call,Call to discuss portfolio diversification,Real Estate Fund
96a9455b-32c3-430f-8ea7-121e11e7c7c9,2024-12-12,SalA043,Sales AM 1,Inbound Call,Discussion on upcoming product launches,ESG
3e5f0fbf-ec8c-4817-a21d-030863baab55,2024-10-21,SalA043,Sales AM 1,Voicemail,Email follow-up on investment ideas,Global Equity Fund
eed225f5-b5a8-4bc9-9329-c8d504255c9a,2024-09-15,SalA044,Sales AM 1,Meeting,Webinar feedback collection,ESG
8c9209f3-d4f2-47e2-b62a-6cc853853a33,2024-06-28,SalA044,Sales AM 1,Voicemail,Voicemail regarding market trends,Fixed Income
9ba068ca-7958-426d-80c7-6eda8e78ab29,2024-08-15,SalA044,Sales AM 1,Voicemail,Email follow-up on investment ideas,ETF
8763940c-e209-46cc-8333-8eee862a7e25,2024-09-01,SalA044,Sales AM 1,Outbound Call,Call to discuss portfolio diversification,ESG
0398f01c-2930-4bee-b7c2-e15a67973596,2024-07-17,SalA044,Sales AM 1,Outbound Call,Call to discuss quarterly performance,Real Estate Fund
00e0f9b6-59b3-4ad3-87a2-7fe37c196d8f,2024-06-30,SalA044,Sales AM 1,Inbound Call,Call to discuss quarterly performance,Real Estate Fund
9de36880-a2f7-44fa-a158-f4b91491f1c8,2024-06-11,SalA044,Sales AM 1,Outbound Call,Email follow-up on investment ideas,Fixed Income
267f5643-4deb-44e3-944c-4fc68bec017b,2024-09-10,SalA044,Sales AM 1,Voicemail,Normal phone conversation,ETF
ef55ac11-dcff-4b4e-af13-ab397dc1072a,2024-10-16,SalA044,Sales AM 1,Inbound Call,Presentation on Real Estate Fund,ETF
b86db50c-edcb-4205-929e-41bd9d1749d7,2024-11-04,SalA044,Sales AM 1,Inbound Call,Meeting related to ETF,ETF
5a9fb96b-c900-4e91-a05f-2df23d343f98,2024-08-04,SalA044,Sales AM 1,Inbound Call,Normal phone conversation,ETF
9addb917-eebf-417a-b10e-5378ecf52850,2024-06-26,SalA044,Sales AM 1,Meeting,Analysis of Emerging Markets Fund,ESG
65f31e17-17eb-411c-85f5-467d17d2d521,2024-08-13,SalA044,Sales AM 1,Meeting,Meeting related to ETF,Real Estate Fund
7a34c2b4-5a70-4990-9299-c4b78d93afe4,2024-11-21,SalA044,Sales AM 1,Voicemail,Call to discuss portfolio diversification,Fixed Income
67b1c222-2df8-4a75-9296-e85dfc6a2f98,2024-09-29,SalA045,Sales AM 1,Email,Voicemail regarding market trends,Global Equity Fund
